femaDeclarationString,disasterNumber,state,declarationType,declarationDate,fyDeclared,incidentType,declarationTitle,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,incidentBeginDate,incidentEndDate,disasterCloseoutDate,tribalRequest,fipsStateCode,fipsCountyCode,placeCode,designatedArea,declarationRequestNumber,lastIAFilingDate,incidentId,region,designatedIncidentTypes,lastRefresh,hash,id
DR-4680-FL,4680,FL,DR,2022-12-13T00:00:00.000Z,2023,Hurricane,HURRICANE NICOLE,0,0,1,1,2022-11-07T00:00:00.000Z,2022-11-30T00:00:00.000Z,,0,12,001,99001,Alachua (County),22104,2023-02-13T00:00:00.000Z,2022110701,4,"4,H",2024-08-27T18:22:14.800Z,93a59d4d8f26ec5507f34aeb06b86fe1e98f2f3d,c2833057-166d-4f85-a53f-5e4ae70b1b5e
DR-4680-FL,4680,FL,DR,2022-12-13T00:00:00.000Z,2023,Hurricane,HURRICANE NICOLE,0,0,1,1,2022-11-07T00:00:00.000Z,2022-11-30T00:00:00.000Z,,0,12,003,99003,Baker (County),22104,2023-02-13T00:00:00.000Z,2022110701,4,"4,H",2024-08-27T18:22:14.800Z,74125142f6e1e0dc18bc4c90e832e6b3f32bff13,6bc776fc-98e1-40f4-ab8d-c393a7cf0326
DR-4680-FL,4680,FL,DR,2022-12-13T00:00:00.000Z,2023,Hurricane,HURRICANE NICOLE,0,0,1,1,2022-11-07T00:00:00.000Z,2022-11-30T00:00:00.000Z,,0,12,007,99007,Bradford (County),22104,2023-02-13T00:00:00.000Z,2022110701,4,"4,H",2024-08-27T18:22:14.800Z,55ca100e2799d9613ce8dd9395ca5acc679de40c,5a5896ee-efca-45f4-85de-4cdc55c4f2c5
DR-4680-FL,4680,FL,DR,2022-12-13T00:00:00.000Z,2023,Hurricane,HURRICANE NICOLE,0,0,1,1,2022-11-07T00:00:00.000Z,2022-11-30T00:00:00.000Z,,0,12,011,99011,Broward (County),22104,2023-02-13T00:00:00.000Z,2022110701,4,"4,H",2024-08-27T18:22:14.800Z,e8fb0634984472c53d452fe862f458853a73ba43,202f3a2d-9bc2-47eb-917a-723b4cf7f588
DR-4680-FL,4680,FL,DR,2022-12-13T00:00:00.000Z,2023,Hurricane,HURRICANE NICOLE,0,0,1,1,2022-11-07T00:00:00.000Z,2022-11-30T00:00:00.000Z,,0,12,013,99013,Calhoun (County),22104,2023-02-13T00:00:00.000Z,2022110701,4,"4,H",2024-08-27T18:22:14.800Z,bede4bd4b03e51fd25cb1d73d958d6b0d3877299,2cf3a8c1-765c-4309-9535-672f6de1d314
DR-4680-FL,4680,FL,DR,2022-12-13T00:00:00.000Z,2023,Hurricane,HURRICANE NICOLE,0,0,1,1,2022-11-07T00:00:00.000Z,2022-11-30T00:00:00.000Z,,0,12,015,99015,Charlotte (County),22104,2023-02-13T00:00:00.000Z,2022110701,4,"4,H",2024-08-27T18:22:14.800Z,2fa1341274c9d7a9254dfecf59e8f21cd8143c0a,7806e82c-6e2c-4e86-bbf3-1ec31c2b90fb
DR-4680-FL,4680,FL,DR,2022-12-13T00:00:00.000Z,2023,Hurricane,HURRICANE NICOLE,0,0,1,1,2022-11-07T00:00:00.000Z,2022-11-30T00:00:00.000Z,,0,12,017,99017,Citrus (County),22104,2023-02-13T00:00:00.000Z,2022110701,4,"4,H",2024-08-27T18:22:14.800Z,966ff23a67b7d90e17d7962736a4931a294d9b5a,50a2bc30-b7d2-48cd-8005-267a408eac7b
DR-4680-FL,4680,FL,DR,2022-12-13T00:00:00.000Z,2023,Hurricane,HURRICANE NICOLE,0,0,1,1,2022-11-07T00:00:00.000Z,2022-11-30T00:00:00.000Z,,0,12,019,99019,Clay (County),22104,2023-02-13T00:00:00.000Z,2022110701,4,"4,H",2024-08-27T18:22:14.800Z,bc43a1f0ddc9a9bef7861688898b7fd4c249ef7a,4818d174-d612-4453-8087-a3a7c185d154
DR-4680-FL,4680,FL,DR,2022-12-13T00:00:00.000Z,2023,Hurricane,HURRICANE NICOLE,0,0,1,1,2022-11-07T00:00:00.000Z,2022-11-30T00:00:00.000Z,,0,12,021,99021,Collier (County),22104,2023-02-13T00:00:00.000Z,2022110701,4,"4,H",2024-08-27T18:22:14.800Z,04efc7449fab0f47cb5e362454cd26e4f2e6e47f,63a708cb-0f9e-46bf-bf50-b73c5c6e6444
DR-4680-FL,4680,FL,DR,2022-12-13T00:00:00.000Z,2023,Hurricane,HURRICANE NICOLE,0,0,1,1,2022-11-07T00:00:00.000Z,2022-11-30T00:00:00.000Z,,0,12,023,99023,Columbia (County),22104,2023-02-13T00:00:00.000Z,2022110701,4,"4,H",2024-08-27T18:22:14.800Z,c689e6cc27c243c90fa332cde3f2cd68deb13e4e,20c08dcb-379e-4932-a103-2f587a8349ea
DR-4680-FL,4680,FL,DR,2022-12-13T00:00:00.000Z,2023,Hurricane,HURRICANE NICOLE,0,0,1,1,2022-11-07T00:00:00.000Z,2022-11-30T00:00:00.000Z,,0,12,027,99027,DeSoto (County),22104,2023-02-13T00:00:00.000Z,2022110701,4,"4,H",2024-08-27T18:22:14.800Z,6c9bf18fca7da3b445a7892d5b25ffbaf0f348d4,f886fb47-fcb1-4b2c-bc36-45553705dbe6
DR-4680-FL,4680,FL,DR,2022-12-13T00:00:00.000Z,2023,Hurricane,HURRICANE NICOLE,0,0,1,1,2022-11-07T00:00:00.000Z,2022-11-30T00:00:00.000Z,,0,12,029,99029,Dixie (County),22104,2023-02-13T00:00:00.000Z,2022110701,4,"4,H",2024-08-27T18:22:14.800Z,ca92d395a33b3c375fd365e98621c39fd3c14d5e,b3587e4b-e466-47a5-a510-71a264a6e4d0
DR-4680-FL,4680,FL,DR,2022-12-13T00:00:00.000Z,2023,Hurricane,HURRICANE NICOLE,0,0,1,1,2022-11-07T00:00:00.000Z,2022-11-30T00:00:00.000Z,,0,12,031,99031,Duval (County),22104,2023-02-13T00:00:00.000Z,2022110701,4,"4,H",2024-08-27T18:22:14.800Z,b24e06c1d2e3aba3ca68873c765d392398372a87,3aa0b233-1fea-4d79-9119-966abd55fdb9
DR-4680-FL,4680,FL,DR,2022-12-13T00:00:00.000Z,2023,Hurricane,HURRICANE NICOLE,0,0,1,1,2022-11-07T00:00:00.000Z,2022-11-30T00:00:00.000Z,,0,12,037,99037,Franklin (County),22104,2023-02-13T00:00:00.000Z,2022110701,4,"4,H",2024-08-27T18:22:14.800Z,7767ebb839d0c951a78f39d4e90267277ae5a6b0,9b4f6b16-370d-40ce-b849-41d171ebbbc8
DR-4680-FL,4680,FL,DR,2022-12-13T00:00:00.000Z,2023,Hurricane,HURRICANE NICOLE,0,0,1,1,2022-11-07T00:00:00.000Z,2022-11-30T00:00:00.000Z,,0,12,039,99039,Gadsden (County),22104,2023-02-13T00:00:00.000Z,2022110701,4,"4,H",2024-08-27T18:22:14.800Z,738a463fca2c2e23ac86dfe74fc546b3502d26b8,ce5698fa-3ec1-489a-ba4d-e0166c7840eb
DR-4680-FL,4680,FL,DR,2022-12-13T00:00:00.000Z,2023,Hurricane,HURRICANE NICOLE,0,0,1,1,2022-11-07T00:00:00.000Z,2022-11-30T00:00:00.000Z,,0,12,041,99041,Gilchrist (County),22104,2023-02-13T00:00:00.000Z,2022110701,4,"4,H",2024-08-27T18:22:14.800Z,ea1e7fa0521c9ce4c51dd4dbf1b743f1eea12c40,3b67926c-fbc8-4016-b1bd-45976750099a
DR-4680-FL,4680,FL,DR,2022-12-13T00:00:00.000Z,2023,Hurricane,HURRICANE NICOLE,0,0,1,1,2022-11-07T00:00:00.000Z,2022-11-30T00:00:00.000Z,,0,12,043,99043,Glades (County),22104,2023-02-13T00:00:00.000Z,2022110701,4,"4,H",2024-08-27T18:22:14.800Z,aa0a307dbedf08afebb691abd1bcf836f774bdf6,4a8d4ada-273a-477f-91df-a68aa3699048
DR-4680-FL,4680,FL,DR,2022-12-13T00:00:00.000Z,2023,Hurricane,HURRICANE NICOLE,0,0,1,1,2022-11-07T00:00:00.000Z,2022-11-30T00:00:00.000Z,,0,12,045,99045,Gulf (County),22104,2023-02-13T00:00:00.000Z,2022110701,4,"4,H",2024-08-27T18:22:14.800Z,c2b4d03c9ed44b1af9d2285e2e81903f903d332b,0e5550cb-8f43-422a-975e-ad00301f9eb0
DR-4680-FL,4680,FL,DR,2022-12-13T00:00:00.000Z,2023,Hurricane,HURRICANE NICOLE,0,0,1,1,2022-11-07T00:00:00.000Z,2022-11-30T00:00:00.000Z,,0,12,047,99047,Hamilton (County),22104,2023-02-13T00:00:00.000Z,2022110701,4,"4,H",2024-08-27T18:22:14.800Z,bba2ba9421c964bdd8ac6e8822f6aed70b87df67,91dbac4c-a6ff-4980-8f89-18ad5c0a2207
DR-4680-FL,4680,FL,DR,2022-12-13T00:00:00.000Z,2023,Hurricane,HURRICANE NICOLE,0,0,1,1,2022-11-07T00:00:00.000Z,2022-11-30T00:00:00.000Z,,0,12,049,99049,Hardee (County),22104,2023-02-13T00:00:00.000Z,2022110701,4,"4,H",2024-08-27T18:22:14.800Z,b7a42a04f184c638b47a352caff7cdabb3102dfa,0554b3bc-7990-4a92-81f5-f5968469435c
DR-4680-FL,4680,FL,DR,2022-12-13T00:00:00.000Z,2023,Hurricane,HURRICANE NICOLE,0,0,1,1,2022-11-07T00:00:00.000Z,2022-11-30T00:00:00.000Z,,0,12,051,99051,Hendry (County),22104,2023-02-13T00:00:00.000Z,2022110701,4,"4,H",2024-08-27T18:22:14.800Z,5bfde2168748c6b396885f6b256da2b38c42fdc5,276e7131-d91c-4489-b1ad-60556f5f4653
DR-4680-FL,4680,FL,DR,2022-12-13T00:00:00.000Z,2023,Hurricane,HURRICANE NICOLE,0,0,1,1,2022-11-07T00:00:00.000Z,2022-11-30T00:00:00.000Z,,0,12,053,99053,Hernando (County),22104,2023-02-13T00:00:00.000Z,2022110701,4,"4,H",2024-08-27T18:22:14.800Z,9e38429c02a2e8387651eb91768a37218e6d883b,99f299c2-4bdb-4330-bf2e-ff0fca5a796d
DR-4680-FL,4680,FL,DR,2022-12-13T00:00:00.000Z,2023,Hurricane,HURRICANE NICOLE,0,0,1,1,2022-11-07T00:00:00.000Z,2022-11-30T00:00:00.000Z,,0,12,055,99055,Highlands (County),22104,2023-02-13T00:00:00.000Z,2022110701,4,"4,H",2024-08-27T18:22:14.800Z,b8ad5d69d4dc94fd441849d21da3ac666660baa7,6bc100d5-81a7-46c0-b7f2-58a42dd952b7
DR-4680-FL,4680,FL,DR,2022-12-13T00:00:00.000Z,2023,Hurricane,HURRICANE NICOLE,0,0,1,1,2022-11-07T00:00:00.000Z,2022-11-30T00:00:00.000Z,,0,12,057,99057,Hillsborough (County),22104,2023-02-13T00:00:00.000Z,2022110701,4,"4,H",2024-08-27T18:22:14.800Z,ca8f73d0b27fc1301196b7b3a60b373d8c8a05b1,16d3bc08-b65f-48d3-81ac-a7f9f621e32f
DR-4680-FL,4680,FL,DR,2022-12-13T00:00:00.000Z,2023,Hurricane,HURRICANE NICOLE,0,0,1,1,2022-11-07T00:00:00.000Z,2022-11-30T00:00:00.000Z,,0,12,059,99059,Holmes (County),22104,2023-02-13T00:00:00.000Z,2022110701,4,"4,H",2024-08-27T18:22:14.800Z,dac04d623a6b9db58b1cd8bdf306aa2633abc5db,290995dd-4bfc-4a1a-a416-c27c8c88b90c
DR-4680-FL,4680,FL,DR,2022-12-13T00:00:00.000Z,2023,Hurricane,HURRICANE NICOLE,0,0,1,1,2022-11-07T00:00:00.000Z,2022-11-30T00:00:00.000Z,,0,12,061,99061,Indian River (County),22104,2023-02-13T00:00:00.000Z,2022110701,4,"4,H",2024-08-27T18:22:14.800Z,825a844ec964d46ce9c4316fee38319157225cd2,a5490f8e-dd1a-442e-963d-9d3acc5cef4d
DR-4680-FL,4680,FL,DR,2022-12-13T00:00:00.000Z,2023,Hurricane,HURRICANE NICOLE,0,0,1,1,2022-11-07T00:00:00.000Z,2022-11-30T00:00:00.000Z,,0,12,063,99063,Jackson (County),22104,2023-02-13T00:00:00.000Z,2022110701,4,"4,H",2024-08-27T18:22:14.800Z,1743c6cacb941ac0e7d9f38a529615a9892ca01f,090dc1a2-14fa-4777-8dc4-833c1417c814
DR-4680-FL,4680,FL,DR,2022-12-13T00:00:00.000Z,2023,Hurricane,HURRICANE NICOLE,0,0,1,1,2022-11-07T00:00:00.000Z,2022-11-30T00:00:00.000Z,,0,12,065,99065,Jefferson (County),22104,2023-02-13T00:00:00.000Z,2022110701,4,"4,H",2024-08-27T18:22:14.800Z,0a7c6fdbc7003f6ca2935c742754a14975404a78,b8ec9c90-f2a6-49b1-980c-c83135f36b5b
DR-4680-FL,4680,FL,DR,2022-12-13T00:00:00.000Z,2023,Hurricane,HURRICANE NICOLE,0,0,1,1,2022-11-07T00:00:00.000Z,2022-11-30T00:00:00.000Z,,0,12,067,99067,Lafayette (County),22104,2023-02-13T00:00:00.000Z,2022110701,4,"4,H",2024-08-27T18:22:14.800Z,8d079be2ec1105e6731368526acfe4cd692a5249,cc2edf0c-e2d0-43a6-8164-2680105ebea7
DR-4680-FL,4680,FL,DR,2022-12-13T00:00:00.000Z,2023,Hurricane,HURRICANE NICOLE,0,0,1,1,2022-11-07T00:00:00.000Z,2022-11-30T00:00:00.000Z,,0,12,071,99071,Lee (County),22104,2023-02-13T00:00:00.000Z,2022110701,4,"4,H",2024-08-27T18:22:14.800Z,5c7d9130a54d0e6b25ea3af4f69a1be75ef63d13,956f06a6-c309-4209-b2ac-2bcfde647418
DR-4680-FL,4680,FL,DR,2022-12-13T00:00:00.000Z,2023,Hurricane,HURRICANE NICOLE,0,0,1,1,2022-11-07T00:00:00.000Z,2022-11-30T00:00:00.000Z,,0,12,073,99073,Leon (County),22104,2023-02-13T00:00:00.000Z,2022110701,4,"4,H",2024-08-27T18:22:14.800Z,eaf1aec3530d7c1d3d425e05889f567348d871f6,eeafc50a-08b2-4d3a-be21-2aa941412aa7
DR-4680-FL,4680,FL,DR,2022-12-13T00:00:00.000Z,2023,Hurricane,HURRICANE NICOLE,0,0,1,1,2022-11-07T00:00:00.000Z,2022-11-30T00:00:00.000Z,,0,12,075,99075,Levy (County),22104,2023-02-13T00:00:00.000Z,2022110701,4,"4,H",2024-08-27T18:22:14.800Z,d3084fce80c6274a74a2a9319c99b67d615cf779,49ff574e-f599-4b7c-b8ed-29cff9159a25
DR-4680-FL,4680,FL,DR,2022-12-13T00:00:00.000Z,2023,Hurricane,HURRICANE NICOLE,0,0,1,1,2022-11-07T00:00:00.000Z,2022-11-30T00:00:00.000Z,,0,12,077,99077,Liberty (County),22104,2023-02-13T00:00:00.000Z,2022110701,4,"4,H",2024-08-27T18:22:14.800Z,d42a047d18878b06cc66904091a0381a2a1c785f,8a4520cb-a605-4e1a-9f56-276f5d593b04
DR-4680-FL,4680,FL,DR,2022-12-13T00:00:00.000Z,2023,Hurricane,HURRICANE NICOLE,0,0,1,1,2022-11-07T00:00:00.000Z,2022-11-30T00:00:00.000Z,,0,12,079,99079,Madison (County),22104,2023-02-13T00:00:00.000Z,2022110701,4,"4,H",2024-08-27T18:22:14.800Z,1859b9e4ee17c526eb12dba4bcb89f56327eca55,d6d0a375-fa3d-4f41-b99d-f8605eb8ced5
DR-4680-FL,4680,FL,DR,2022-12-13T00:00:00.000Z,2023,Hurricane,HURRICANE NICOLE,0,0,1,1,2022-11-07T00:00:00.000Z,2022-11-30T00:00:00.000Z,,0,12,081,99081,Manatee (County),22104,2023-02-13T00:00:00.000Z,2022110701,4,"4,H",2024-08-27T18:22:14.800Z,1c482d5f774f57d85356e22c56671df96f2b3550,ba4547fb-6c2e-43d2-8002-451b24f8daa4
DR-4680-FL,4680,FL,DR,2022-12-13T00:00:00.000Z,2023,Hurricane,HURRICANE NICOLE,0,0,1,1,2022-11-07T00:00:00.000Z,2022-11-30T00:00:00.000Z,,0,12,083,99083,Marion (County),22104,2023-02-13T00:00:00.000Z,2022110701,4,"4,H",2024-08-27T18:22:14.800Z,99ca7090c7bb6e93932dc63b86d488826e6efa51,8396d0eb-74ae-43a9-9166-54d9e909f701
DR-4680-FL,4680,FL,DR,2022-12-13T00:00:00.000Z,2023,Hurricane,HURRICANE NICOLE,0,0,1,1,2022-11-07T00:00:00.000Z,2022-11-30T00:00:00.000Z,,0,12,085,99085,Martin (County),22104,2023-02-13T00:00:00.000Z,2022110701,4,"4,H",2024-08-27T18:22:14.800Z,a64ff5d0d9659c6cf78027ee22a724f72f4c11d2,2753317b-6f20-44ac-95c9-9bb30e4d6957
DR-4680-FL,4680,FL,DR,2022-12-13T00:00:00.000Z,2023,Hurricane,HURRICANE NICOLE,0,0,1,1,2022-11-07T00:00:00.000Z,2022-11-30T00:00:00.000Z,,0,12,086,99086,Miami-Dade (County),22104,2023-02-13T00:00:00.000Z,2022110701,4,"4,H",2024-08-27T18:22:14.800Z,e4ee46c864ffe0b4e391ab2abc61b5ed364ec950,b05725f5-7229-450b-b661-35cafefa6e0b
DR-4680-FL,4680,FL,DR,2022-12-13T00:00:00.000Z,2023,Hurricane,HURRICANE NICOLE,0,0,1,1,2022-11-07T00:00:00.000Z,2022-11-30T00:00:00.000Z,,0,12,089,99089,Nassau (County),22104,2023-02-13T00:00:00.000Z,2022110701,4,"4,H",2024-08-27T18:22:14.800Z,009bc1509ac185fdad994d90ff427b80613c54f4,788a008e-b767-4241-8840-ba143935fc18
DR-4680-FL,4680,FL,DR,2022-12-13T00:00:00.000Z,2023,Hurricane,HURRICANE NICOLE,0,0,1,1,2022-11-07T00:00:00.000Z,2022-11-30T00:00:00.000Z,,0,12,093,99093,Okeechobee (County),22104,2023-02-13T00:00:00.000Z,2022110701,4,"4,H",2024-08-27T18:22:14.800Z,d0862e2e9686b63f15a876b2e748481e4f985c02,9deee304-dd48-4441-b466-2e97ff463c72
DR-4680-FL,4680,FL,DR,2022-12-13T00:00:00.000Z,2023,Hurricane,HURRICANE NICOLE,0,0,1,1,2022-11-07T00:00:00.000Z,2022-11-30T00:00:00.000Z,,0,12,095,99095,Orange (County),22104,2023-02-13T00:00:00.000Z,2022110701,4,"4,H",2024-08-27T18:22:14.800Z,fc9037d19212c436e5c2a5f533202be8988b6267,becd5d01-b8b8-4a09-91c1-9da3e9798c85
DR-4680-FL,4680,FL,DR,2022-12-13T00:00:00.000Z,2023,Hurricane,HURRICANE NICOLE,0,0,1,1,2022-11-07T00:00:00.000Z,2022-11-30T00:00:00.000Z,,0,12,097,99097,Osceola (County),22104,2023-02-13T00:00:00.000Z,2022110701,4,"4,H",2024-08-27T18:22:14.800Z,166a01bd8150d02363391b5a4c07572576bd912c,b61254ac-7ca9-41f2-a980-dcc0b6f62123
DR-4680-FL,4680,FL,DR,2022-12-13T00:00:00.000Z,2023,Hurricane,HURRICANE NICOLE,0,0,1,1,2022-11-07T00:00:00.000Z,2022-11-30T00:00:00.000Z,,0,12,099,99099,Palm Beach (County),22104,2023-02-13T00:00:00.000Z,2022110701,4,"4,H",2024-08-27T18:22:14.800Z,d05e002fbfb2cebf2c7b1eb6c1fb2d3c03d5b2ad,d425bc64-d24e-4e12-ae91-fbd3174ac524
DR-4680-FL,4680,FL,DR,2022-12-13T00:00:00.000Z,2023,Hurricane,HURRICANE NICOLE,0,0,1,1,2022-11-07T00:00:00.000Z,2022-11-30T00:00:00.000Z,,0,12,101,99101,Pasco (County),22104,2023-02-13T00:00:00.000Z,2022110701,4,"4,H",2024-08-27T18:22:14.800Z,38d70c465997785ba07572e35abb8cc411966e92,a4d15635-a813-462f-8941-9d47e29939ab
DR-4680-FL,4680,FL,DR,2022-12-13T00:00:00.000Z,2023,Hurricane,HURRICANE NICOLE,0,0,1,1,2022-11-07T00:00:00.000Z,2022-11-30T00:00:00.000Z,,0,12,103,99103,Pinellas (County),22104,2023-02-13T00:00:00.000Z,2022110701,4,"4,H",2024-08-27T18:22:14.800Z,863cd4ed53a9897b5819489cf9c57a9c18975d2a,8c149e51-8643-4801-a3a9-41f948476618
DR-4680-FL,4680,FL,DR,2022-12-13T00:00:00.000Z,2023,Hurricane,HURRICANE NICOLE,0,0,1,1,2022-11-07T00:00:00.000Z,2022-11-30T00:00:00.000Z,,0,12,105,99105,Polk (County),22104,2023-02-13T00:00:00.000Z,2022110701,4,"4,H",2024-08-27T18:22:14.800Z,d315e0ecaaed905b31e5ecf2ff01cb79773a34d5,c61bb733-196a-46a0-9986-9c8142309928
DR-4680-FL,4680,FL,DR,2022-12-13T00:00:00.000Z,2023,Hurricane,HURRICANE NICOLE,0,0,1,1,2022-11-07T00:00:00.000Z,2022-11-30T00:00:00.000Z,,0,12,111,99111,St. Lucie (County),22104,2023-02-13T00:00:00.000Z,2022110701,4,"4,H",2024-08-27T18:22:14.800Z,56bcbc59fb24263fc9fb44260b2c532381d0fa80,08efdb07-3820-4a61-b247-d1129ab16791
DR-4680-FL,4680,FL,DR,2022-12-13T00:00:00.000Z,2023,Hurricane,HURRICANE NICOLE,0,0,1,1,2022-11-07T00:00:00.000Z,2022-11-30T00:00:00.000Z,,0,12,115,99115,Sarasota (County),22104,2023-02-13T00:00:00.000Z,2022110701,4,"4,H",2024-08-27T18:22:14.800Z,3e14e96d8a8c1dc025d1c7382a3787c136fb18f9,bb1d7bf2-bb83-4a2e-9f27-8d72a9c94af1
DR-4680-FL,4680,FL,DR,2022-12-13T00:00:00.000Z,2023,Hurricane,HURRICANE NICOLE,0,0,1,1,2022-11-07T00:00:00.000Z,2022-11-30T00:00:00.000Z,,0,12,117,99117,Seminole (County),22104,2023-02-13T00:00:00.000Z,2022110701,4,"4,H",2024-08-27T18:22:14.800Z,dfb854c9f849769708c388522928ae3f279af4bd,47694951-fbc7-4128-adf2-9fb6336465a7
DR-4680-FL,4680,FL,DR,2022-12-13T00:00:00.000Z,2023,Hurricane,HURRICANE NICOLE,0,0,1,1,2022-11-07T00:00:00.000Z,2022-11-30T00:00:00.000Z,,0,12,119,99119,Sumter (County),22104,2023-02-13T00:00:00.000Z,2022110701,4,"4,H",2024-08-27T18:22:14.800Z,79a9d4cd783dd82ae89bdceaad64177d6cecbfc3,6130c46e-dec3-49ed-a5ed-eeaae547ba26
DR-4680-FL,4680,FL,DR,2022-12-13T00:00:00.000Z,2023,Hurricane,HURRICANE NICOLE,0,0,1,1,2022-11-07T00:00:00.000Z,2022-11-30T00:00:00.000Z,,0,12,121,99121,Suwannee (County),22104,2023-02-13T00:00:00.000Z,2022110701,4,"4,H",2024-08-27T18:22:14.800Z,e7abdaea660ffab865c814b0ca3160249bf8d557,eb8a9e43-28db-4505-ac55-3a7710dacd0a
DR-4680-FL,4680,FL,DR,2022-12-13T00:00:00.000Z,2023,Hurricane,HURRICANE NICOLE,0,0,1,1,2022-11-07T00:00:00.000Z,2022-11-30T00:00:00.000Z,,0,12,123,99123,Taylor (County),22104,2023-02-13T00:00:00.000Z,2022110701,4,"4,H",2024-08-27T18:22:14.800Z,fba0c397461ba5460ab9d236954a5c7ecb57c4ef,75d015d6-0c4d-4e74-a34f-46584056ed53
DR-4680-FL,4680,FL,DR,2022-12-13T00:00:00.000Z,2023,Hurricane,HURRICANE NICOLE,0,0,1,1,2022-11-07T00:00:00.000Z,2022-11-30T00:00:00.000Z,,0,12,125,99125,Union (County),22104,2023-02-13T00:00:00.000Z,2022110701,4,"4,H",2024-08-27T18:22:14.800Z,5072a9d77a1fbd2d867d04e9cc57360db169f98f,bd16d9ac-d6d3-4b98-a965-716df12e6fe7
DR-4680-FL,4680,FL,DR,2022-12-13T00:00:00.000Z,2023,Hurricane,HURRICANE NICOLE,0,0,1,1,2022-11-07T00:00:00.000Z,2022-11-30T00:00:00.000Z,,0,12,129,99129,Wakulla (County),22104,2023-02-13T00:00:00.000Z,2022110701,4,"4,H",2024-08-27T18:22:14.800Z,0ba22c5aae7f9666d0027f6a9dfba81e9233b08c,a6f63417-70f8-4aa9-82ca-1f5f9f9fe7a8
DR-4680-FL,4680,FL,DR,2022-12-13T00:00:00.000Z,2023,Hurricane,HURRICANE NICOLE,0,0,1,1,2022-11-07T00:00:00.000Z,2022-11-30T00:00:00.000Z,,0,12,133,99133,Washington (County),22104,2023-02-13T00:00:00.000Z,2022110701,4,"4,H",2024-08-27T18:22:14.800Z,f18a0756ed922443a2be3b5899aab10162fce20b,92d3b445-1bca-4c5d-922a-70a72c797c74
DR-4680-FL,4680,FL,DR,2022-12-13T00:00:00.000Z,2023,Hurricane,HURRICANE NICOLE,1,0,1,1,2022-11-07T00:00:00.000Z,2022-11-30T00:00:00.000Z,,0,12,009,99009,Brevard (County),22104,2023-02-13T00:00:00.000Z,2022110701,4,"4,H",2024-08-27T18:22:14.800Z,26dd371bb41020198dd3d5ab392007a73c6eda8f,57c393d6-738d-495b-9b22-1a654e6d76fb
DR-4680-FL,4680,FL,DR,2022-12-13T00:00:00.000Z,2023,Hurricane,HURRICANE NICOLE,1,0,1,1,2022-11-07T00:00:00.000Z,2022-11-30T00:00:00.000Z,,0,12,035,99035,Flagler (County),22104,2023-02-13T00:00:00.000Z,2022110701,4,"4,H",2024-08-27T18:22:14.800Z,c484f4bcd39fa44e12ed845a7c1fb7164361bc7e,fcede87d-62a3-4ad6-8b69-654fe7281222
DR-4680-FL,4680,FL,DR,2022-12-13T00:00:00.000Z,2023,Hurricane,HURRICANE NICOLE,1,0,1,1,2022-11-07T00:00:00.000Z,2022-11-30T00:00:00.000Z,,0,12,069,99069,Lake (County),22104,2023-02-13T00:00:00.000Z,2022110701,4,"4,H",2024-08-27T18:22:14.800Z,f6404e6d8c00a46f05b6194173a01fbb44e64d06,f32623fb-ff58-4294-809a-4e5f261ba5e7
DR-4680-FL,4680,FL,DR,2022-12-13T00:00:00.000Z,2023,Hurricane,HURRICANE NICOLE,1,0,1,1,2022-11-07T00:00:00.000Z,2022-11-30T00:00:00.000Z,,0,12,107,99107,Putnam (County),22104,2023-02-13T00:00:00.000Z,2022110701,4,"4,H",2024-08-27T18:22:14.800Z,d8ee673b9672df8e651e9df3ccc0fc308b876eaf,1b572b7e-9a1c-4ec2-ba1f-b649d45a9f55
DR-4680-FL,4680,FL,DR,2022-12-13T00:00:00.000Z,2023,Hurricane,HURRICANE NICOLE,1,0,1,1,2022-11-07T00:00:00.000Z,2022-11-30T00:00:00.000Z,,0,12,109,99109,St. Johns (County),22104,2023-02-13T00:00:00.000Z,2022110701,4,"4,H",2024-08-27T18:22:14.800Z,df5dcedbbf5bd33dbda9c478ef319e28dbd35d8f,65cf7e45-2578-47c9-b94d-664b66de188c
DR-4680-FL,4680,FL,DR,2022-12-13T00:00:00.000Z,2023,Hurricane,HURRICANE NICOLE,1,0,1,1,2022-11-07T00:00:00.000Z,2022-11-30T00:00:00.000Z,,0,12,127,99127,Volusia (County),22104,2023-02-13T00:00:00.000Z,2022110701,4,"4,H",2024-08-27T18:22:14.800Z,78ee8414e083edba76fc804e7bf871f445147257,adbcd0ee-203b-48e4-9547-842f8b537fe0
DR-4675-FL,4675,FL,DR,2022-09-30T00:00:00.000Z,2022,Hurricane,HURRICANE IAN - SEMINOLE TRIBE OF FLORIDA,1,0,1,1,2022-09-23T00:00:00.000Z,2022-11-04T00:00:00.000Z,,1,12,000,6400,Big Cypress Indian Reservation,22090,2023-01-12T00:00:00.000Z,2022092201,4,,2024-08-27T18:22:14.800Z,96a24e4c44397d7f1b831a429d1e1ba8ae15730c,88c8b72f-5ffe-46e4-9243-3f6b6f6b4e08
